time_us,input_v
8.479999999999999760e-01,-6.999999999999999556e-01
8.560000000000000941e-01,-6.999999999999999556e-01
8.639999999999999902e-01,-6.999999999999999556e-01
8.719999999999999973e-01,-6.999999999999999556e-01
8.800000000000000044e-01,6.999999999999999556e-01
8.880000000000000115e-01,-6.999999999999999556e-01
8.960000000000000187e-01,6.999999999999999556e-01
9.040000000000000258e-01,-6.999999999999999556e-01
9.120000000000000329e-01,6.999999999999999556e-01
9.199999999999999289e-01,-6.999999999999999556e-01
9.280000000000000471e-01,6.999999999999999556e-01
9.360000000000000542e-01,-6.999999999999999556e-01
9.439999999999999503e-01,-6.999999999999999556e-01
9.519999999999999574e-01,-6.999999999999999556e-01
9.599999999999999645e-01,6.999999999999999556e-01
9.680000000000000826e-01,-6.999999999999999556e-01
9.760000000000000897e-01,-6.999999999999999556e-01
9.839999999999999858e-01,-6.999999999999999556e-01
9.919999999999999929e-01,6.999999999999999556e-01
1.000000000000000000e+00,-6.999999999999999556e-01
1.008000000000000007e+00,6.999999999999999556e-01
1.016000000000000014e+00,-6.999999999999999556e-01
1.024000000000000021e+00,6.999999999999999556e-01
1.032000000000000028e+00,-6.999999999999999556e-01
1.040000000000000036e+00,6.999999999999999556e-01
1.048000000000000043e+00,-6.999999999999999556e-01
1.055999999999999828e+00,6.999999999999999556e-01
1.064000000000000057e+00,-6.999999999999999556e-01
1.072000000000000064e+00,6.999999999999999556e-01
1.080000000000000071e+00,-6.999999999999999556e-01
1.088000000000000078e+00,6.999999999999999556e-01
1.095999999999999863e+00,6.999999999999999556e-01
1.103999999999999870e+00,-6.999999999999999556e-01
1.111999999999999877e+00,-6.999999999999999556e-01
1.120000000000000107e+00,-6.999999999999999556e-01
1.128000000000000114e+00,6.999999999999999556e-01
1.135999999999999899e+00,6.999999999999999556e-01
1.143999999999999906e+00,-6.999999999999999556e-01
1.151999999999999913e+00,-6.999999999999999556e-01
1.159999999999999920e+00,6.999999999999999556e-01
1.168000000000000149e+00,-6.999999999999999556e-01
1.176000000000000156e+00,6.999999999999999556e-01
1.183999999999999941e+00,6.999999999999999556e-01
1.191999999999999948e+00,-6.999999999999999556e-01
1.199999999999999956e+00,6.999999999999999556e-01
1.207999999999999963e+00,6.999999999999999556e-01
1.216000000000000192e+00,-6.999999999999999556e-01
1.223999999999999977e+00,-6.999999999999999556e-01
1.231999999999999984e+00,-6.999999999999999556e-01
1.239999999999999991e+00,-6.999999999999999556e-01
1.247999999999999998e+00,-6.999999999999999556e-01
1.256000000000000005e+00,6.999999999999999556e-01
1.264000000000000012e+00,6.999999999999999556e-01
1.272000000000000020e+00,6.999999999999999556e-01
1.280000000000000027e+00,-6.999999999999999556e-01
1.288000000000000034e+00,6.999999999999999556e-01
1.296000000000000041e+00,-6.999999999999999556e-01
1.303999999999999826e+00,-6.999999999999999556e-01
1.312000000000000055e+00,6.999999999999999556e-01
1.320000000000000062e+00,-6.999999999999999556e-01
1.328000000000000069e+00,6.999999999999999556e-01
1.336000000000000076e+00,6.999999999999999556e-01
1.343999999999999861e+00,6.999999999999999556e-01
1.351999999999999869e+00,-6.999999999999999556e-01
1.359999999999999876e+00,6.999999999999999556e-01
1.368000000000000105e+00,6.999999999999999556e-01
1.376000000000000112e+00,6.999999999999999556e-01
1.383999999999999897e+00,-6.999999999999999556e-01
1.391999999999999904e+00,-6.999999999999999556e-01
1.399999999999999911e+00,6.999999999999999556e-01
1.407999999999999918e+00,6.999999999999999556e-01
1.416000000000000147e+00,-6.999999999999999556e-01
1.424000000000000155e+00,6.999999999999999556e-01
1.431999999999999940e+00,-6.999999999999999556e-01
1.439999999999999947e+00,-6.999999999999999556e-01
1.447999999999999954e+00,-6.999999999999999556e-01
1.455999999999999961e+00,-6.999999999999999556e-01
1.464000000000000190e+00,-6.999999999999999556e-01
1.471999999999999975e+00,6.999999999999999556e-01
1.479999999999999982e+00,6.999999999999999556e-01
1.487999999999999989e+00,6.999999999999999556e-01
1.495999999999999996e+00,6.999999999999999556e-01
1.504000000000000004e+00,6.999999999999999556e-01
1.512000000000000011e+00,-6.999999999999999556e-01
1.520000000000000018e+00,6.999999999999999556e-01
1.528000000000000025e+00,-6.999999999999999556e-01
1.536000000000000032e+00,-6.999999999999999556e-01
1.544000000000000039e+00,-6.999999999999999556e-01
1.551999999999999824e+00,6.999999999999999556e-01
1.560000000000000053e+00,6.999999999999999556e-01
1.568000000000000060e+00,-6.999999999999999556e-01
1.576000000000000068e+00,-6.999999999999999556e-01
1.584000000000000075e+00,-6.999999999999999556e-01
1.591999999999999860e+00,-6.999999999999999556e-01
1.599999999999999867e+00,-6.999999999999999556e-01
1.608000000000000096e+00,-6.999999999999999556e-01
1.616000000000000103e+00,-6.999999999999999556e-01
1.624000000000000110e+00,-6.999999999999999556e-01
1.631999999999999895e+00,6.999999999999999556e-01
1.639999999999999902e+00,6.999999999999999556e-01
1.647999999999999909e+00,-6.999999999999999556e-01
1.655999999999999917e+00,-6.999999999999999556e-01
1.664000000000000146e+00,-6.999999999999999556e-01
1.672000000000000153e+00,6.999999999999999556e-01
1.679999999999999938e+00,6.999999999999999556e-01
1.687999999999999945e+00,-6.999999999999999556e-01
1.695999999999999952e+00,-6.999999999999999556e-01
1.703999999999999959e+00,6.999999999999999556e-01
1.712000000000000188e+00,-6.999999999999999556e-01
1.719999999999999973e+00,-6.999999999999999556e-01
1.727999999999999980e+00,-6.999999999999999556e-01
1.735999999999999988e+00,-6.999999999999999556e-01
1.743999999999999995e+00,-6.999999999999999556e-01
1.752000000000000002e+00,-6.999999999999999556e-01
1.760000000000000009e+00,-6.999999999999999556e-01
1.768000000000000016e+00,-6.999999999999999556e-01
1.776000000000000023e+00,-6.999999999999999556e-01
1.784000000000000030e+00,-6.999999999999999556e-01
1.792000000000000037e+00,-6.999999999999999556e-01
1.799999999999999822e+00,6.999999999999999556e-01
1.808000000000000052e+00,6.999999999999999556e-01
1.816000000000000059e+00,6.999999999999999556e-01
1.824000000000000066e+00,-6.999999999999999556e-01
1.832000000000000073e+00,-6.999999999999999556e-01
1.839999999999999858e+00,6.999999999999999556e-01
1.847999999999999865e+00,6.999999999999999556e-01
1.856000000000000094e+00,6.999999999999999556e-01
1.864000000000000101e+00,-6.999999999999999556e-01
1.872000000000000108e+00,6.999999999999999556e-01
1.879999999999999893e+00,6.999999999999999556e-01
1.887999999999999901e+00,-6.999999999999999556e-01
1.895999999999999908e+00,6.999999999999999556e-01
1.903999999999999915e+00,6.999999999999999556e-01
1.912000000000000144e+00,-6.999999999999999556e-01
1.919999999999999929e+00,6.999999999999999556e-01
1.927999999999999936e+00,-6.999999999999999556e-01
1.936000000000000165e+00,6.999999999999999556e-01
1.943999999999999950e+00,-6.999999999999999556e-01
1.952000000000000179e+00,6.999999999999999556e-01
1.959999999999999964e+00,-6.999999999999999556e-01
1.967999999999999972e+00,6.999999999999999556e-01
1.975999999999999757e+00,6.999999999999999556e-01
1.983999999999999986e+00,-6.999999999999999556e-01
1.992000000000000215e+00,-6.999999999999999556e-01
2.000000000000000000e+00,6.999999999999999556e-01
2.008000000000000007e+00,-6.999999999999999556e-01
2.016000000000000014e+00,-6.999999999999999556e-01
2.024000000000000021e+00,6.999999999999999556e-01
2.032000000000000028e+00,-6.999999999999999556e-01
2.040000000000000036e+00,-6.999999999999999556e-01
2.048000000000000043e+00,-6.999999999999999556e-01
2.056000000000000050e+00,-6.999999999999999556e-01
2.064000000000000057e+00,6.999999999999999556e-01
2.071999999999999620e+00,-6.999999999999999556e-01
2.080000000000000071e+00,6.999999999999999556e-01
2.088000000000000078e+00,6.999999999999999556e-01
2.096000000000000085e+00,-6.999999999999999556e-01
2.104000000000000092e+00,6.999999999999999556e-01
2.111999999999999655e+00,6.999999999999999556e-01
2.120000000000000107e+00,6.999999999999999556e-01
2.128000000000000114e+00,-6.999999999999999556e-01
2.136000000000000121e+00,-6.999999999999999556e-01
2.144000000000000128e+00,-6.999999999999999556e-01
2.151999999999999691e+00,6.999999999999999556e-01
2.160000000000000142e+00,-6.999999999999999556e-01
2.167999999999999705e+00,-6.999999999999999556e-01
2.176000000000000156e+00,-6.999999999999999556e-01
2.184000000000000163e+00,6.999999999999999556e-01
2.191999999999999726e+00,-6.999999999999999556e-01
2.200000000000000178e+00,6.999999999999999556e-01
2.207999999999999741e+00,-6.999999999999999556e-01
2.216000000000000192e+00,6.999999999999999556e-01
2.223999999999999755e+00,-6.999999999999999556e-01
2.231999999999999762e+00,6.999999999999999556e-01
2.240000000000000213e+00,6.999999999999999556e-01
2.247999999999999776e+00,-6.999999999999999556e-01
2.256000000000000227e+00,6.999999999999999556e-01
2.263999999999999790e+00,-6.999999999999999556e-01
2.271999999999999797e+00,6.999999999999999556e-01
2.280000000000000249e+00,6.999999999999999556e-01
2.287999999999999812e+00,-6.999999999999999556e-01
2.296000000000000263e+00,6.999999999999999556e-01
2.303999999999999826e+00,-6.999999999999999556e-01
2.312000000000000277e+00,-6.999999999999999556e-01
2.319999999999999840e+00,6.999999999999999556e-01
2.327999999999999847e+00,-6.999999999999999556e-01
2.336000000000000298e+00,6.999999999999999556e-01
2.343999999999999861e+00,6.999999999999999556e-01
2.352000000000000313e+00,6.999999999999999556e-01
2.359999999999999876e+00,-6.999999999999999556e-01
2.367999999999999883e+00,6.999999999999999556e-01
2.376000000000000334e+00,-6.999999999999999556e-01
2.383999999999999897e+00,6.999999999999999556e-01
2.392000000000000348e+00,6.999999999999999556e-01
2.399999999999999911e+00,6.999999999999999556e-01
2.407999999999999918e+00,6.999999999999999556e-01
2.415999999999999925e+00,-6.999999999999999556e-01
2.423999999999999932e+00,6.999999999999999556e-01
2.432000000000000384e+00,6.999999999999999556e-01
2.439999999999999947e+00,-6.999999999999999556e-01
2.447999999999999954e+00,6.999999999999999556e-01
2.455999999999999961e+00,-6.999999999999999556e-01
2.463999999999999968e+00,-6.999999999999999556e-01
2.471999999999999975e+00,6.999999999999999556e-01
2.479999999999999982e+00,6.999999999999999556e-01
2.487999999999999989e+00,-6.999999999999999556e-01
2.495999999999999996e+00,6.999999999999999556e-01
2.504000000000000004e+00,-6.999999999999999556e-01
2.512000000000000011e+00,-6.999999999999999556e-01
2.520000000000000018e+00,-6.999999999999999556e-01
2.528000000000000025e+00,-6.999999999999999556e-01
2.536000000000000032e+00,-6.999999999999999556e-01
2.544000000000000039e+00,6.999999999999999556e-01
2.552000000000000046e+00,6.999999999999999556e-01
2.560000000000000053e+00,6.999999999999999556e-01
2.567999999999999616e+00,6.999999999999999556e-01
2.576000000000000068e+00,-6.999999999999999556e-01
2.584000000000000075e+00,6.999999999999999556e-01
2.592000000000000082e+00,-6.999999999999999556e-01
2.600000000000000089e+00,6.999999999999999556e-01
2.607999999999999652e+00,-6.999999999999999556e-01
2.616000000000000103e+00,6.999999999999999556e-01
2.624000000000000110e+00,-6.999999999999999556e-01
2.632000000000000117e+00,6.999999999999999556e-01
2.640000000000000124e+00,-6.999999999999999556e-01
2.647999999999999687e+00,-6.999999999999999556e-01
2.656000000000000139e+00,-6.999999999999999556e-01
2.663999999999999702e+00,6.999999999999999556e-01
2.672000000000000153e+00,6.999999999999999556e-01
2.680000000000000160e+00,6.999999999999999556e-01
2.687999999999999723e+00,6.999999999999999556e-01
2.696000000000000174e+00,6.999999999999999556e-01
2.703999999999999737e+00,6.999999999999999556e-01
2.712000000000000188e+00,6.999999999999999556e-01
2.719999999999999751e+00,-6.999999999999999556e-01
2.727999999999999758e+00,6.999999999999999556e-01
2.736000000000000210e+00,6.999999999999999556e-01
2.743999999999999773e+00,6.999999999999999556e-01
2.752000000000000224e+00,6.999999999999999556e-01
2.759999999999999787e+00,6.999999999999999556e-01
2.767999999999999794e+00,-6.999999999999999556e-01
2.776000000000000245e+00,6.999999999999999556e-01
2.783999999999999808e+00,6.999999999999999556e-01
2.792000000000000259e+00,-6.999999999999999556e-01
2.799999999999999822e+00,-6.999999999999999556e-01
2.807999999999999829e+00,-6.999999999999999556e-01
2.815999999999999837e+00,6.999999999999999556e-01
2.823999999999999844e+00,-6.999999999999999556e-01
2.832000000000000295e+00,6.999999999999999556e-01
2.839999999999999858e+00,6.999999999999999556e-01
2.848000000000000309e+00,-6.999999999999999556e-01
2.855999999999999872e+00,-6.999999999999999556e-01
2.863999999999999879e+00,6.999999999999999556e-01
2.872000000000000330e+00,6.999999999999999556e-01
2.879999999999999893e+00,6.999999999999999556e-01
2.888000000000000345e+00,-6.999999999999999556e-01
2.895999999999999908e+00,-6.999999999999999556e-01
2.903999999999999915e+00,-6.999999999999999556e-01
2.911999999999999922e+00,-6.999999999999999556e-01
2.919999999999999929e+00,-6.999999999999999556e-01
2.928000000000000380e+00,6.999999999999999556e-01
2.935999999999999943e+00,6.999999999999999556e-01
2.943999999999999950e+00,-6.999999999999999556e-01
2.951999999999999957e+00,-6.999999999999999556e-01
2.959999999999999964e+00,6.999999999999999556e-01
2.967999999999999972e+00,-6.999999999999999556e-01
2.975999999999999979e+00,-6.999999999999999556e-01
2.983999999999999986e+00,6.999999999999999556e-01
2.991999999999999993e+00,6.999999999999999556e-01
3.000000000000000000e+00,6.999999999999999556e-01
3.008000000000000007e+00,-6.999999999999999556e-01
3.016000000000000014e+00,-6.999999999999999556e-01
3.024000000000000021e+00,-6.999999999999999556e-01
3.032000000000000028e+00,-6.999999999999999556e-01
3.040000000000000036e+00,6.999999999999999556e-01
3.048000000000000043e+00,6.999999999999999556e-01
3.056000000000000050e+00,6.999999999999999556e-01
3.063999999999999613e+00,-6.999999999999999556e-01
3.072000000000000064e+00,-6.999999999999999556e-01
3.080000000000000071e+00,6.999999999999999556e-01
3.088000000000000078e+00,6.999999999999999556e-01
3.096000000000000085e+00,6.999999999999999556e-01
3.103999999999999648e+00,-6.999999999999999556e-01
3.112000000000000099e+00,-6.999999999999999556e-01
3.120000000000000107e+00,-6.999999999999999556e-01
3.128000000000000114e+00,-6.999999999999999556e-01
3.136000000000000121e+00,6.999999999999999556e-01
3.143999999999999684e+00,-6.999999999999999556e-01
3.152000000000000135e+00,6.999999999999999556e-01
3.159999999999999698e+00,-6.999999999999999556e-01
3.168000000000000149e+00,-6.999999999999999556e-01
3.176000000000000156e+00,6.999999999999999556e-01
3.183999999999999719e+00,6.999999999999999556e-01
3.192000000000000171e+00,-6.999999999999999556e-01
3.199999999999999734e+00,-6.999999999999999556e-01
3.208000000000000185e+00,6.999999999999999556e-01
3.216000000000000192e+00,6.999999999999999556e-01
3.223999999999999755e+00,-6.999999999999999556e-01
3.232000000000000206e+00,-6.999999999999999556e-01
3.239999999999999769e+00,-6.999999999999999556e-01
3.248000000000000220e+00,6.999999999999999556e-01
3.255999999999999783e+00,-6.999999999999999556e-01
3.263999999999999790e+00,6.999999999999999556e-01
3.272000000000000242e+00,6.999999999999999556e-01
3.279999999999999805e+00,6.999999999999999556e-01
3.288000000000000256e+00,-6.999999999999999556e-01
3.295999999999999819e+00,-6.999999999999999556e-01
3.303999999999999826e+00,-6.999999999999999556e-01
3.311999999999999833e+00,6.999999999999999556e-01
3.319999999999999840e+00,-6.999999999999999556e-01
3.328000000000000291e+00,6.999999999999999556e-01
3.335999999999999854e+00,6.999999999999999556e-01
3.344000000000000306e+00,-6.999999999999999556e-01
3.351999999999999869e+00,6.999999999999999556e-01
3.359999999999999876e+00,-6.999999999999999556e-01
3.368000000000000327e+00,-6.999999999999999556e-01
3.375999999999999890e+00,6.999999999999999556e-01
3.384000000000000341e+00,-6.999999999999999556e-01
3.391999999999999904e+00,6.999999999999999556e-01
3.399999999999999911e+00,-6.999999999999999556e-01
3.407999999999999918e+00,6.999999999999999556e-01
3.415999999999999925e+00,-6.999999999999999556e-01
3.424000000000000377e+00,6.999999999999999556e-01
3.431999999999999940e+00,-6.999999999999999556e-01
3.439999999999999947e+00,6.999999999999999556e-01
3.447999999999999954e+00,-6.999999999999999556e-01
3.455999999999999961e+00,6.999999999999999556e-01
3.464000000000000412e+00,-6.999999999999999556e-01
3.471999999999999975e+00,6.999999999999999556e-01
3.479999999999999982e+00,6.999999999999999556e-01
3.487999999999999989e+00,6.999999999999999556e-01
3.495999999999999996e+00,6.999999999999999556e-01
3.504000000000000004e+00,-6.999999999999999556e-01
3.512000000000000011e+00,-6.999999999999999556e-01
3.520000000000000018e+00,-6.999999999999999556e-01
3.528000000000000025e+00,-6.999999999999999556e-01
3.536000000000000032e+00,6.999999999999999556e-01
3.544000000000000039e+00,-6.999999999999999556e-01
3.552000000000000046e+00,6.999999999999999556e-01
3.559999999999999609e+00,6.999999999999999556e-01
3.568000000000000060e+00,-6.999999999999999556e-01
3.576000000000000068e+00,6.999999999999999556e-01
3.584000000000000075e+00,6.999999999999999556e-01
3.592000000000000082e+00,6.999999999999999556e-01
3.599999999999999645e+00,6.999999999999999556e-01
3.608000000000000096e+00,6.999999999999999556e-01
3.616000000000000103e+00,-6.999999999999999556e-01
3.624000000000000110e+00,6.999999999999999556e-01
3.632000000000000117e+00,6.999999999999999556e-01
3.639999999999999680e+00,6.999999999999999556e-01
3.648000000000000131e+00,-6.999999999999999556e-01
3.655999999999999694e+00,-6.999999999999999556e-01
3.664000000000000146e+00,6.999999999999999556e-01
3.672000000000000153e+00,-6.999999999999999556e-01
3.679999999999999716e+00,-6.999999999999999556e-01
3.688000000000000167e+00,-6.999999999999999556e-01
3.695999999999999730e+00,6.999999999999999556e-01
3.704000000000000181e+00,6.999999999999999556e-01
3.712000000000000188e+00,-6.999999999999999556e-01
3.719999999999999751e+00,6.999999999999999556e-01
3.728000000000000203e+00,-6.999999999999999556e-01
3.735999999999999766e+00,-6.999999999999999556e-01
3.744000000000000217e+00,-6.999999999999999556e-01
3.751999999999999780e+00,6.999999999999999556e-01
3.759999999999999787e+00,-6.999999999999999556e-01
3.768000000000000238e+00,6.999999999999999556e-01
3.775999999999999801e+00,-6.999999999999999556e-01
3.784000000000000252e+00,-6.999999999999999556e-01
3.791999999999999815e+00,-6.999999999999999556e-01
3.799999999999999822e+00,-6.999999999999999556e-01
3.807999999999999829e+00,6.999999999999999556e-01
3.816000000000000281e+00,6.999999999999999556e-01
3.824000000000000288e+00,6.999999999999999556e-01
3.831999999999999851e+00,6.999999999999999556e-01
3.839999999999999858e+00,-6.999999999999999556e-01
3.848000000000000309e+00,6.999999999999999556e-01
3.855999999999999872e+00,6.999999999999999556e-01
3.863999999999999879e+00,6.999999999999999556e-01
3.872000000000000330e+00,6.999999999999999556e-01
3.880000000000000338e+00,6.999999999999999556e-01
3.887999999999999901e+00,-6.999999999999999556e-01
3.895999999999999464e+00,6.999999999999999556e-01
3.904000000000000359e+00,6.999999999999999556e-01
3.911999999999999922e+00,6.999999999999999556e-01
3.919999999999999929e+00,6.999999999999999556e-01
3.928000000000000380e+00,-6.999999999999999556e-01
3.935999999999999943e+00,-6.999999999999999556e-01
3.943999999999999950e+00,-6.999999999999999556e-01
3.951999999999999513e+00,-6.999999999999999556e-01
3.960000000000000409e+00,6.999999999999999556e-01
3.967999999999999972e+00,-6.999999999999999556e-01
3.975999999999999535e+00,-6.999999999999999556e-01
3.984000000000000430e+00,6.999999999999999556e-01
3.991999999999999993e+00,6.999999999999999556e-01
4.000000000000000000e+00,6.999999999999999556e-01
4.008000000000000007e+00,-6.999999999999999556e-01
4.016000000000000014e+00,-6.999999999999999556e-01
4.024000000000000021e+00,-6.999999999999999556e-01
4.032000000000000028e+00,-6.999999999999999556e-01
4.040000000000000036e+00,-6.999999999999999556e-01
4.048000000000000043e+00,-6.999999999999999556e-01
4.056000000000000050e+00,6.999999999999999556e-01
4.064000000000000057e+00,-6.999999999999999556e-01
4.072000000000000064e+00,-6.999999999999999556e-01
4.080000000000000071e+00,6.999999999999999556e-01
4.088000000000000078e+00,-6.999999999999999556e-01
4.096000000000000085e+00,-6.999999999999999556e-01
4.104000000000000092e+00,-6.999999999999999556e-01
4.112000000000000099e+00,6.999999999999999556e-01
4.120000000000000107e+00,6.999999999999999556e-01
4.128000000000000114e+00,-6.999999999999999556e-01
4.136000000000000121e+00,6.999999999999999556e-01
4.143999999999999240e+00,-6.999999999999999556e-01
4.152000000000000135e+00,6.999999999999999556e-01
4.160000000000000142e+00,6.999999999999999556e-01
4.168000000000000149e+00,-6.999999999999999556e-01
4.176000000000000156e+00,6.999999999999999556e-01
4.184000000000000163e+00,6.999999999999999556e-01
4.192000000000000171e+00,6.999999999999999556e-01
4.199999999999999289e+00,-6.999999999999999556e-01
4.208000000000000185e+00,-6.999999999999999556e-01
4.216000000000000192e+00,6.999999999999999556e-01
4.223999999999999311e+00,-6.999999999999999556e-01
4.232000000000000206e+00,6.999999999999999556e-01
4.240000000000000213e+00,-6.999999999999999556e-01
4.248000000000000220e+00,-6.999999999999999556e-01
4.256000000000000227e+00,6.999999999999999556e-01
4.264000000000000234e+00,6.999999999999999556e-01
4.272000000000000242e+00,-6.999999999999999556e-01
4.279999999999999361e+00,-6.999999999999999556e-01
4.288000000000000256e+00,6.999999999999999556e-01
4.296000000000000263e+00,-6.999999999999999556e-01
4.303999999999999382e+00,6.999999999999999556e-01
4.312000000000000277e+00,6.999999999999999556e-01
4.320000000000000284e+00,6.999999999999999556e-01
4.328000000000000291e+00,-6.999999999999999556e-01
4.335999999999999410e+00,-6.999999999999999556e-01
4.344000000000000306e+00,6.999999999999999556e-01
4.352000000000000313e+00,6.999999999999999556e-01
4.359999999999999432e+00,-6.999999999999999556e-01
4.368000000000000327e+00,6.999999999999999556e-01
4.376000000000000334e+00,6.999999999999999556e-01
4.383999999999999453e+00,-6.999999999999999556e-01
4.391999999999999460e+00,-6.999999999999999556e-01
4.400000000000000355e+00,6.999999999999999556e-01
4.408000000000000362e+00,-6.999999999999999556e-01
4.415999999999999481e+00,6.999999999999999556e-01
4.424000000000000377e+00,-6.999999999999999556e-01
4.432000000000000384e+00,-6.999999999999999556e-01
4.439999999999999503e+00,-6.999999999999999556e-01
4.447999999999999510e+00,-6.999999999999999556e-01
4.456000000000000405e+00,-6.999999999999999556e-01
4.463999999999999524e+00,-6.999999999999999556e-01
4.471999999999999531e+00,-6.999999999999999556e-01
4.480000000000000426e+00,-6.999999999999999556e-01
4.488000000000000433e+00,-6.999999999999999556e-01
4.495999999999999552e+00,-6.999999999999999556e-01
4.504000000000000448e+00,6.999999999999999556e-01
4.512000000000000455e+00,-6.999999999999999556e-01
4.519999999999999574e+00,6.999999999999999556e-01
4.527999999999999581e+00,6.999999999999999556e-01
4.536000000000000476e+00,6.999999999999999556e-01
4.543999999999999595e+00,6.999999999999999556e-01
4.551999999999999602e+00,6.999999999999999556e-01
